Offset(P)            #Ptr   #Hnd Access Name
0x00009a07857ac820     13      0 R--rwd \Device\HarddiskVolume2\Windows\System32\netcfgx.dll
0x00009a07857acb40      1      0 RW-rwd \Device\HarddiskVolume2\$CachedWriteThrough
0x00009a07857accd0      9      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\profext.dll
0x00009a07857ace60  32736      1 ------ \Device\NamedPipe\mojo.7308.7684.6870982007443967988
0x00009a07857ad180  32736      1 ------ \Device\NamedPipe\mojo.7308.7684.6870982007443967988
0x00009a07857ad7c0      8      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\FirewallAPI.dll
0x00009a07857ade00     15      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\atl.dll
0x00009a07857ae120      1      0 RW-rwd \Device\HarddiskVolume2\$CachedWriteThrough
0x00009a07857ae5d0      5      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\OnDemandConnRouteHelper.dll
0x00009a07857ae8f0     14      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\avrt.dll
0x00009a07857aec10     14      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wiatrace.dll
0x00009a07857aeda0     10      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\winnsi.dll
0x00009a07857af250      7      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\mfc42.dll
0x00009a07857af3e0      4      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\dui70.dll
0x00009a07857af700      8      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\sxs.dll
0x00009a07857afa20      9      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\mfsvr.dll
0x00009a07857afbb0  32747      1 ------ \Device\NamedPipe\mojo.7308.7684.8878456739935161929
0x00009a07857b1320  32726      1 RW-rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\SpotifyAB.SpotifyMusic_zpdnekdrzrea0\LocalCache\Spotify\Browser\Reporting and NEL
0x00009a07857b14b0  32747      1 ------ \Device\NamedPipe\mojo.7308.7684.8878456739935161929
0x00009a07857b17d0     12      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\d2d1.dll
0x00009a07857b1af0      5      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\tquery.dll
0x00009a07857b1e10  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\windows.ui.xaml.dll.mui
0x00009a07857b2130      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\usocoreps.dll
0x00009a07857b2450     12      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\schannel.dll
0x00009a07857b2900     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b2c20  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\winnlsres.dll.mui
0x00009a07857b4200      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b4520      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b46b0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b49d0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b4b60      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b4cf0      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b4e80     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b51a0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b5330     14      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\devrtl.dll
0x00009a07857b54c0      9      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\mskeyprotect.dll
0x00009a07857b57e0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b5970      8      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\twinapi.dll
0x00009a07857b5b00     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b5c90     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b5e20      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b6140     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b6460      9      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\ncryptsslp.dll
0x00009a07857b6910      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b6c30      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b70e0     10      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\duser.dll
0x00009a07857b7590      1      0 RW-rwd \Device\HarddiskVolume2\$CachedWriteThrough
0x00009a07857b78b0     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b7a40     15      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\sfc_os.dll
0x00009a07857b7d60      1      0 RW-rwd \Device\HarddiskVolume2\$CachedWriteThrough
0x00009a07857b7ef0      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b8080     14      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\imgutil.dll
0x00009a07857b8210      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b83a0      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b86c0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b89e0     11      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\Chakra.dll
0x00009a07857b8b70      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b8d00     32      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b8e90     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b91b0      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b9340     13      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\mfcore.dll
0x00009a07857b94d0     16      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\mlang.dll
0x00009a07857b9660      7      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\mfc42u.dll
0x00009a07857b97f0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b9b10     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b9ca0      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857b9e30     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857ba150      1      0 RW-rwd \Device\HarddiskVolume2\$CachedWriteThrough
0x00009a07857ba600      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857ba920     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857bac40      1      0 RW-rwd \Device\HarddiskVolume2\$CachedWriteThrough
0x00009a07857bb0f0      1      0 RW-rwd \Device\HarddiskVolume2\$CachedWriteThrough
0x00009a07857bb280     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857bb730      1      0 RW-rwd \Device\HarddiskVolume2\$CachedWriteThrough
0x00009a07857bb8c0      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857bba50      1      0 RW-rwd \Device\HarddiskVolume2\$CachedWriteThrough
0x00009a07857bbbe0     14      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\dinput8.dll
0x00009a07857bc090     15      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\msimg32.dll
0x00009a07857bc3b0      1      0 RW-rwd \Device\HarddiskVolume2\$CachedWriteThrough
0x00009a07857bc540     10      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\drvstore.dll
0x00009a07857bc6d0     13      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\msimtf.dll
0x00009a07857bcea0      1      0 RW-rwd \Device\HarddiskVolume2\$CachedWriteThrough
0x00009a07857be160     10      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\xmllite.dll
0x00009a07857be2f0     10      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\msv1_0.dll
0x00009a07857be480     12      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\prnfldr.dll
0x00009a07857be610     15      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\rtutils.dll
0x00009a07857bec50     12      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\msfeeds.dll
0x00009a07857bede0     12      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\mfmp4srcsnk.dll
0x00009a07857bf100     12      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\jscript9.dll
0x00009a07857bf740     11      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\c3e9eabc-f78a-48e6-888f-0a644f0bbcce\808227b9abdafc43_0
0x00009a07857c0b90      5      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\MFMediaEngine.dll
0x00009a07857c1680     14      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\Windows.UI.Xaml.dll
0x00009a07857c19a0      6      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\MrmCoreR.dll
0x00009a07857c1b30     15      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\linkinfo.dll
0x00009a07857c1cc0     13      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\msftedit.dll
0x00009a07857c2170  65550      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\Microsoft_Windows_Explorer
0x00009a07857c2490     10      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\Windows.Graphics.dll
0x00009a07857c2620      5      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\Windows.Networking.Connectivity.dll
0x00009a07857c2940  65550      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\MSEdge
0x00009a07857c2ad0  65550      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}_WindowsPowerShell_v1_0_PowerShell_ISE_exe
0x00009a07857c3110      1      0 RW-rwd \Device\HarddiskVolume2\$CachedWriteThrough
0x00009a07857c32a0      1      0 RW-rwd \Device\HarddiskVolume2\$CachedWriteThrough
0x00009a07857c3430     16      0 R--r-- \Device\HarddiskVolume2\Users\Jimmie\Downloads\run_patch.ps1
0x00009a07857c35c0      1      1 ------ \Device\DeviceApi\CMApi
0x00009a07857c3750  32774      1 RW-rw- \Device\HarddiskVolume2\Windows\System32\WinBioDatabase\51F39552-1075-4199-B513-0C10EA185DB0.DAT
0x00009a07857c38e0      5      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\Windows.Media.Audio.dll
0x00009a07857c3a70      9      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\PhotoMetadataHandler.dll
0x00009a07857c4240     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857c4880  32767      1 R--rw- \Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\93.0.961.38\icudtl.dat
0x00009a07857c4ec0     12      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\WindowsCodecsExt.dll
0x00009a07857c5690     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cdprt.dll
0x00009a07857c5cd0     16      0 R--r-d \Device\HarddiskVolume2\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApi.ProxyStub.dll
0x00009a07857c5e60     33      0 RW-rwd \Device\HarddiskVolume2\$ConvertToNonresident
0x00009a07857c6310      1      0 RW-rwd \Device\HarddiskVolume2\$CachedWriteThrough
0x00009a07857c6950     15      0 R--rwd \Device\HarddiskVolume2\Windows\SystemResources\FirewallControlPanel.dll.mun
0x00009a07857c6ae0     16      0 R--r-- \Device\HarddiskVolume2\Windows\Globalization\ICU\timezoneTypes.res
0x00009a07857c6e00  32767      1 R--rw- \Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\93.0.961.38\v8_context_snapshot.bin
0x00009a07857c7120     14      0 R--r-- \Device\HarddiskVolume2\Windows\Globalization\ICU\zoneinfo64.res
0x00009a07857c75d0  32767      1 RW-rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\SmartScreen\local\cache
0x00009a07857c7760     11      0 R--rwd \Device\HarddiskVolume2\Windows\System32\PhoneService.dll
0x00009a07857c7a80     16      0 R--rwd \Device\HarddiskVolume2\Windows\System32\KBDUS.DLL
0x00009a07857c7c10     10      0 R--rwd \Device\HarddiskVolume2\Windows\System32\MapsBtSvc.dll
0x00009a07857c7da0      1      0 RW-rwd \Device\HarddiskVolume2\$CachedWriteThrough
0x00009a07857c8250     16      0 R----- \Device\HarddiskVolume2\Windows\Prefetch\FODHELPER.EXE-8ECD01E5.pf
0x00009a07857c83e0     12      0 R--rwd \Device\HarddiskVolume2\Windows\System32\sethc.exe
0x00009a07857c8570     10      0 R--r-d \Device\HarddiskVolume2\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\InputApp\InputApp.dll
0x00009a07857c8700  65538      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}_WindowsPowerShell_v1_0_PowerShell_ISE_exe
0x00009a07857c8bb0     16      0 R----- \Device\HarddiskVolume2\Windows\Prefetch\7Z.EXE-E3EC114E.pf
0x00009a07857c8d40     16      0 R--r-d \Device\HarddiskVolume2\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\InputApp\LayoutData.dll
0x00009a07857c8ed0     17      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\AppRepository\Packages\MicrosoftWindows.Client.CBS_120.2212.3530.0_x64__cw5n1h2txyewy\ActivationStore.dat
0x00009a07857ca960     16      0 R--r-d \Device\HarddiskVolume2\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\resources.pri
0x00009a07857cc260  65538      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\Microsoft_Windows_ControlPanel
0x00009a07857cc580  32767      1 RW-rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\SmartScreen\local\download_cache
0x00009a07857cca30  32768      1 RW---- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\Settings\settings.dat.LOG2
0x00009a07857ccbc0      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\imageres.dll
0x00009a07857ce4c0  32768      1 RW---- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\Settings\settings.dat.LOG1
0x00009a07857ce650     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857ce7e0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\webplatstorageserver.dll
0x00009a07857ce970     14      0 RW-r-- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AppData\Indexed DB\edb.log
0x00009a07857ceb00     15      0 RWD--- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AppData\Indexed DB\IndexedDB.jfm
0x00009a07857cec90     30      0 RW-r-- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Internet Explorer\CacheStorage\edb.log
0x00009a07857d1080  32767      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x00009a07857d1530  32764      1 RWD--- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Internet Explorer\CacheStorage\edb.log
0x00009a07857d16c0     31      0 RWD--- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AppData\CacheStorage\CacheStorage.jfm
0x00009a07857d1850  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\ESENT.dll.mui
0x00009a07857d19e0      1      1 R--r-d \Device\HarddiskVolume2\Windows\Microsoft.NET\assembly\GAC_64\System.Transactions\v4.0_4.0.0.0__b77a5c561934e089\System.Transactions.dll
0x00009a07857d1d00     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857d24d0     14      0 RWDrwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Cache\index
0x00009a07857d2980  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\d2d1.dll.mui
0x00009a07857d2b10     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\ulib.dll.mui
0x00009a07857d3150  65550      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}_WindowsPowerShell_v1_0_powershell_exe
0x00009a07857d3470     14      0 R--rwd \Device\HarddiskVolume2\Windows\apppatch\DirectXApps_FOD.sdb
0x00009a07857d3600     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857d3790  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\combase.dll.mui
0x00009a07857d3920  32772      1 R--rwd \Device\HarddiskVolume2\Windows\Fonts\seguisb.ttf
0x00009a07857d3ab0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x00009a07857d64e0  32784      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\StartTileData.dll.mui
0x00009a07857d6800      1      1 R--rw- \Device\HarddiskVolume2\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0x00009a07857d6990     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\WordBreakers.dll
0x00009a07857d6b20  65534      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\MSEdge
0x00009a07857d7160     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857d7480  32768      1 R--r-d \Device\HarddiskVolume2\Windows\SystemResources\imageres.dll.mun
0x00009a07857d77a0  32767      1 RW-rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\SmartScreen\local\warnStateCache
0x00009a07857d7930      1      0 RW-rwd \Device\HarddiskVolume2\$CachedWriteThrough
0x00009a07857d7ac0  32759      1 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\Microsoft\CryptnetUrlCache\MetaData
0x00009a07857d7de0     12      0 RW-rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\load_statistics.db
0x00009a07857d8290     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\SmartScreen\remote\synchronousLookupUris_637666204907208701
0x00009a07857d8420     14      0 RWDrwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\GPUCache\index
0x00009a07857d8740     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857d8a60      4      0 RWDrwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Cache\data_2
0x00009a07857d9230     13      0 RWDrwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Cache\data_3
0x00009a07857d93c0     16      0 RWDrwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\GPUCache\data_0
0x00009a07857d9d20      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857da1d0      1      1 -W-rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Site Characteristics Database\MANIFEST-000001
0x00009a07857da680  32768      1 ------ \Device\DeviceApi\CMApi
0x00009a07857da9a0     15      0 RWDrwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Cache\data_0
0x00009a07857dab30      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msctfui.dll
0x00009a07857dae50      3      0 RWDrwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Cache\data_1
0x00009a07857db170     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857db620      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857dbc60      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857dc2a0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857dc5c0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857dc750     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\msctfui.dll.mui
0x00009a07857dcd90     15      0 RW-rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\load_statistics.db-shm
0x00009a07857dd0b0     16      0 RW-rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\load_statistics.db-wal
0x00009a07857dd880  32768      1 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Roaming\Microsoft\Windows\Libraries
0x00009a07857ddd30     12      0 R--rwd \Device\HarddiskVolume2\Windows\Fonts\seguisbi.ttf
0x00009a07857de370  32767      1 R--rwd \Device\CdRom0\
0x00009a07857de9b0     16      0 R--rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Session Storage\000003.log
